date,day_of_week,blood_group,blood_product,units_used
2022-09-28,Wednesday,AB-,RBC,0
2022-09-28,Wednesday,AB+,Plasma,1
2022-09-28,Wednesday,AB+,RBC,0
2022-09-28,Wednesday,AB+,Platelets,0
2022-09-28,Wednesday,B-,Plasma,0
2022-09-28,Wednesday,B-,Platelets,0
2022-09-28,Wednesday,A+,Plasma,4
2022-09-28,Wednesday,A+,Platelets,1
2022-09-28,Wednesday,A-,RBC,0
2022-09-28,Wednesday,A-,Plasma,0
2022-09-28,Wednesday,A+,RBC,2
2022-09-28,Wednesday,B+,RBC,3
2022-09-28,Wednesday,B+,Plasma,0
2022-09-28,Wednesday,B+,Platelets,0
2022-09-28,Wednesday,B-,RBC,2
2022-09-28,Wednesday,A-,Platelets,0
2022-09-29,Thursday,AB+,Plasma,0
2022-09-29,Thursday,O-,Platelets,0
2022-09-29,Thursday,O-,Plasma,1
2022-09-29,Thursday,O-,RBC,2
2022-09-29,Thursday,O+,Platelets,0
2022-09-29,Thursday,O+,Plasma,1
2022-09-29,Thursday,O+,RBC,5
2022-09-29,Thursday,AB-,Platelets,0
2022-09-29,Thursday,AB-,Plasma,1
2022-09-29,Thursday,AB+,Platelets,1
2022-09-29,Thursday,AB+,RBC,4
2022-09-29,Thursday,AB-,RBC,0
2022-09-29,Thursday,B-,Plasma,0
2022-09-29,Thursday,A+,Plasma,1
2022-09-29,Thursday,A+,Platelets,5
2022-09-29,Thursday,A-,RBC,2
2022-09-29,Thursday,A-,Plasma,0
2022-09-29,Thursday,A-,Platelets,0
2022-09-29,Thursday,A+,RBC,0
2022-09-29,Thursday,B+,Plasma,0
2022-09-29,Thursday,B+,RBC,0
2022-09-29,Thursday,B-,RBC,0
2022-09-29,Thursday,B-,Platelets,1
2022-09-29,Thursday,B+,Platelets,0
2022-09-30,Friday,AB+,RBC,0
2022-09-30,Friday,O-,Plasma,0
2022-09-30,Friday,O-,RBC,0
2022-09-30,Friday,O+,Platelets,1
2022-09-30,Friday,O-,Platelets,1
2022-09-30,Friday,O+,RBC,2
2022-09-30,Friday,AB-,Platelets,2
2022-09-30,Friday,AB-,Plasma,1
2022-09-30,Friday,AB-,RBC,1
2022-09-30,Friday,AB+,Platelets,2
2022-09-30,Friday,AB+,Plasma,0
2022-09-30,Friday,O+,Plasma,0
2022-09-30,Friday,B-,Platelets,3
2022-09-30,Friday,B-,RBC,4
2022-09-30,Friday,B+,Platelets,0
2022-09-30,Friday,B+,Plasma,1
2022-09-30,Friday,B+,RBC,0
2022-09-30,Friday,A-,Platelets,0
2022-09-30,Friday,A-,Plasma,0
2022-09-30,Friday,A-,RBC,2
2022-09-30,Friday,A+,Platelets,0
2022-09-30,Friday,A+,Plasma,1
2022-09-30,Friday,A+,RBC,2
2022-09-30,Friday,B-,Plasma,1
2022-10-01,Saturday,AB+,Platelets,5
2022-10-01,Saturday,AB-,RBC,6
2022-10-01,Saturday,AB-,Plasma,2
2022-10-01,Saturday,AB-,Platelets,5
2022-10-01,Saturday,O+,RBC,0
2022-10-01,Saturday,O-,Platelets,8
2022-10-01,Saturday,O+,Platelets,4
2022-10-01,Saturday,O-,RBC,10
2022-10-01,Saturday,O-,Plasma,7
2022-10-01,Saturday,AB+,Plasma,5
2022-10-01,Saturday,O+,Plasma,3
2022-10-01,Saturday,AB+,RBC,4
2022-10-01,Saturday,A+,Platelets,3
2022-10-01,Saturday,B-,Plasma,7
2022-10-01,Saturday,A+,Plasma,5
2022-10-01,Saturday,B-,Platelets,2
2022-10-01,Saturday,A-,RBC,4
2022-10-01,Saturday,A-,Plasma,8
2022-10-01,Saturday,A+,RBC,7
2022-10-01,Saturday,B+,RBC,6
2022-10-01,Saturday,B+,Plasma,5
2022-10-01,Saturday,B+,Platelets,5
2022-10-01,Saturday,B-,RBC,6
2022-10-01,Saturday,A-,Platelets,10
2022-10-02,Sunday,AB+,Plasma,8
2022-10-02,Sunday,O-,Plasma,9
2022-10-02,Sunday,O-,RBC,7
2022-10-02,Sunday,O+,Platelets,5
2022-10-02,Sunday,O+,Plasma,3
2022-10-02,Sunday,O+,RBC,5
2022-10-02,Sunday,AB-,Platelets,5
2022-10-02,Sunday,AB-,Plasma,5
2022-10-02,Sunday,AB-,RBC,10
2022-10-02,Sunday,AB+,Platelets,11
2022-10-02,Sunday,AB+,RBC,7
2022-10-02,Sunday,O-,Platelets,11
2022-10-02,Sunday,B-,Plasma,4
2022-10-02,Sunday,A+,RBC,4
2022-10-02,Sunday,A+,Plasma,5
2022-10-02,Sunday,A+,Platelets,5
2022-10-02,Sunday,A-,RBC,4
2022-10-02,Sunday,A-,Plasma,8
2022-10-02,Sunday,B-,Platelets,8
2022-10-02,Sunday,B+,RBC,3
2022-10-02,Sunday,B+,Plasma,5
2022-10-02,Sunday,B+,Platelets,8
2022-10-02,Sunday,B-,RBC,8
2022-10-02,Sunday,A-,Platelets,8
2022-10-03,Monday,AB+,Plasma,0
2022-10-03,Monday,AB+,Platelets,0
2022-10-03,Monday,AB-,RBC,0
2022-10-03,Monday,AB-,Plasma,3
2022-10-03,Monday,AB-,Platelets,0
2022-10-03,Monday,O+,Plasma,0
2022-10-03,Monday,O+,Platelets,4
2022-10-03,Monday,O-,RBC,0
2022-10-03,Monday,O-,Plasma,0
2022-10-03,Monday,AB+,RBC,0
2022-10-03,Monday,O+,RBC,1
2022-10-03,Monday,O-,Platelets,0
2022-10-03,Monday,B-,Platelets,3
2022-10-03,Monday,B-,RBC,2
2022-10-03,Monday,B+,Platelets,0
2022-10-03,Monday,B+,Plasma,0
2022-10-03,Monday,B+,RBC,4
2022-10-03,Monday,A-,Platelets,2
2022-10-03,Monday,A-,Plasma,2
2022-10-03,Monday,A-,RBC,3
2022-10-03,Monday,A+,Platelets,0
2022-10-03,Monday,A+,Plasma,2
2022-10-03,Monday,A+,RBC,1
2022-10-03,Monday,B-,Plasma,1
2022-10-04,Tuesday,O-,Platelets,0
2022-10-04,Tuesday,AB-,RBC,0
2022-10-04,Tuesday,AB-,Plasma,0
2022-10-04,Tuesday,AB-,Platelets,0
2022-10-04,Tuesday,AB+,Plasma,1
2022-10-04,Tuesday,O+,Plasma,3
2022-10-04,Tuesday,O+,Platelets,0
2022-10-04,Tuesday,O-,RBC,0
2022-10-04,Tuesday,O-,Plasma,0
2022-10-04,Tuesday,O+,RBC,2
2022-10-04,Tuesday,AB+,RBC,0
2022-10-04,Tuesday,AB+,Platelets,0
2022-10-04,Tuesday,B-,Plasma,0
2022-10-04,Tuesday,A+,RBC,4
2022-10-04,Tuesday,A+,Plasma,0
2022-10-04,Tuesday,A+,Platelets,0
2022-10-04,Tuesday,A-,RBC,0
2022-10-04,Tuesday,A-,Plasma,2
2022-10-04,Tuesday,B-,Platelets,0
2022-10-04,Tuesday,B+,RBC,2
2022-10-04,Tuesday,B+,Plasma,3
2022-10-04,Tuesday,B+,Platelets,0
2022-10-04,Tuesday,B-,RBC,1
2022-10-04,Tuesday,A-,Platelets,0
2022-10-05,Wednesday,O-,Platelets,0
2022-10-05,Wednesday,O-,Plasma,0
2022-10-05,Wednesday,O-,RBC,2
2022-10-05,Wednesday,O+,Platelets,1
2022-10-05,Wednesday,O+,Plasma,6
2022-10-05,Wednesday,O+,RBC,0
2022-10-05,Wednesday,AB-,Platelets,0
2022-10-05,Wednesday,AB-,Plasma,0
2022-10-05,Wednesday,AB+,Platelets,1
2022-10-05,Wednesday,AB+,Plasma,1
2022-10-05,Wednesday,AB+,RBC,0
2022-10-05,Wednesday,AB-,RBC,0
2022-10-05,Wednesday,B-,Plasma,1
2022-10-05,Wednesday,B-,Platelets,0
2022-10-05,Wednesday,A+,Plasma,0
2022-10-05,Wednesday,A+,Platelets,0
2022-10-05,Wednesday,A-,RBC,0
2022-10-05,Wednesday,A-,Plasma,0
2022-10-05,Wednesday,A+,RBC,3
2022-10-05,Wednesday,B+,RBC,2
2022-10-05,Wednesday,B+,Plasma,0
2022-10-05,Wednesday,B+,Platelets,0
2022-10-05,Wednesday,B-,RBC,0
2022-10-05,Wednesday,A-,Platelets,0
2022-10-06,Thursday,AB+,Platelets,0
2022-10-06,Thursday,AB-,RBC,0
2022-10-06,Thursday,AB-,Plasma,0
2022-10-06,Thursday,AB-,Platelets,0
2022-10-06,Thursday,O+,RBC,6
2022-10-06,Thursday,O+,Platelets,1
2022-10-06,Thursday,O-,RBC,0
2022-10-06,Thursday,O-,Plasma,0
2022-10-06,Thursday,O-,Platelets,3
2022-10-06,Thursday,AB+,Plasma,0
2022-10-06,Thursday,O+,Plasma,2
2022-10-06,Thursday,AB+,RBC,0
2022-10-06,Thursday,A+,Platelets,0
2022-10-06,Thursday,B-,Plasma,0
2022-10-06,Thursday,B-,Platelets,0
2022-10-06,Thursday,A+,Plasma,3
2022-10-06,Thursday,A-,RBC,1
2022-10-06,Thursday,A-,Plasma,3
2022-10-06,Thursday,A+,RBC,0
2022-10-06,Thursday,B+,RBC,0
2022-10-06,Thursday,B+,Plasma,0
2022-10-06,Thursday,B+,Platelets,1
2022-10-06,Thursday,B-,RBC,0
2022-10-06,Thursday,A-,Platelets,0
2022-10-07,Friday,AB+,Plasma,0
2022-10-07,Friday,O-,Plasma,0
2022-10-07,Friday,O-,RBC,0
2022-10-07,Friday,O+,Platelets,2
2022-10-07,Friday,O+,Plasma,0
2022-10-07,Friday,O+,RBC,0
2022-10-07,Friday,AB-,Platelets,2
2022-10-07,Friday,AB-,Plasma,0
2022-10-07,Friday,AB-,RBC,2
2022-10-07,Friday,AB+,Platelets,0
2022-10-07,Friday,AB+,RBC,3
2022-10-07,Friday,O-,Platelets,0
2022-10-07,Friday,B-,Plasma,2
2022-10-07,Friday,A+,RBC,3
2022-10-07,Friday,A+,Plasma,0
2022-10-07,Friday,A+,Platelets,0
2022-10-07,Friday,A-,RBC,0
2022-10-07,Friday,A-,Plasma,0
2022-10-07,Friday,B-,Platelets,0
2022-10-07,Friday,B+,RBC,0
2022-10-07,Friday,B+,Plasma,0
2022-10-07,Friday,B+,Platelets,3
2022-10-07,Friday,B-,RBC,0
2022-10-07,Friday,A-,Platelets,0
2022-10-08,Saturday,AB+,Platelets,8
2022-10-08,Saturday,AB-,RBC,8
2022-10-08,Saturday,AB-,Plasma,12
2022-10-08,Saturday,AB-,Platelets,3
2022-10-08,Saturday,O+,RBC,6
2022-10-08,Saturday,O+,Platelets,6
2022-10-08,Saturday,O-,RBC,9
2022-10-08,Saturday,O-,Plasma,7
2022-10-08,Saturday,O-,Platelets,5
2022-10-08,Saturday,AB+,Plasma,12
2022-10-08,Saturday,O+,Plasma,12
2022-10-08,Saturday,AB+,RBC,6
2022-10-08,Saturday,A+,Platelets,10
2022-10-08,Saturday,B-,Plasma,8
2022-10-08,Saturday,A+,Plasma,10
2022-10-08,Saturday,B-,Platelets,4
2022-10-08,Saturday,A-,RBC,2
2022-10-08,Saturday,A-,Plasma,7
2022-10-08,Saturday,A+,RBC,13
2022-10-08,Saturday,B+,RBC,7
2022-10-08,Saturday,B+,Plasma,5
2022-10-08,Saturday,B+,Platelets,5
2022-10-08,Saturday,B-,RBC,0
2022-10-08,Saturday,A-,Platelets,4
2022-10-09,Sunday,AB+,Plasma,13
2022-10-09,Sunday,O-,Plasma,12
2022-10-09,Sunday,O-,RBC,17
2022-10-09,Sunday,O+,Platelets,18
2022-10-09,Sunday,O+,Plasma,18
2022-10-09,Sunday,O+,RBC,17
2022-10-09,Sunday,AB-,Platelets,12
2022-10-09,Sunday,AB-,Plasma,12
2022-10-09,Sunday,AB-,RBC,18
2022-10-09,Sunday,AB+,Platelets,21
2022-10-09,Sunday,AB+,RBC,14
2022-10-09,Sunday,O-,Platelets,13
2022-10-09,Sunday,B-,Plasma,15
2022-10-09,Sunday,A+,RBC,20
2022-10-09,Sunday,A+,Plasma,8
2022-10-09,Sunday,A+,Platelets,10
2022-10-09,Sunday,A-,RBC,14
2022-10-09,Sunday,A-,Plasma,9
2022-10-09,Sunday,B-,Platelets,15
2022-10-09,Sunday,B+,RBC,9
2022-10-09,Sunday,B+,Plasma,15
2022-10-09,Sunday,B+,Platelets,14
2022-10-09,Sunday,B-,RBC,18
2022-10-09,Sunday,A-,Platelets,14
2022-10-10,Monday,O-,Platelets,10
2022-10-10,Monday,O-,Plasma,8
2022-10-10,Monday,O-,RBC,21
2022-10-10,Monday,O+,Platelets,16
2022-10-10,Monday,O+,Plasma,21
2022-10-10,Monday,O+,RBC,13
2022-10-10,Monday,AB-,Platelets,9
2022-10-10,Monday,AB-,Plasma,12
2022-10-10,Monday,AB-,RBC,18
2022-10-10,Monday,AB+,Plasma,15
2022-10-10,Monday,AB+,RBC,6
2022-10-10,Monday,AB+,Platelets,18
2022-10-10,Monday,B-,Plasma,14
2022-10-10,Monday,A+,RBC,12
2022-10-10,Monday,A+,Plasma,19
2022-10-10,Monday,A+,Platelets,15
2022-10-10,Monday,A-,RBC,14
2022-10-10,Monday,A-,Plasma,13
2022-10-10,Monday,B-,Platelets,15
2022-10-10,Monday,B+,RBC,21
2022-10-10,Monday,B+,Plasma,13
2022-10-10,Monday,B+,Platelets,20
2022-10-10,Monday,B-,RBC,12
2022-10-10,Monday,A-,Platelets,21
2022-10-11,Tuesday,AB+,Plasma,0
2022-10-11,Tuesday,O-,Plasma,0
2022-10-11,Tuesday,O-,RBC,0
2022-10-11,Tuesday,O+,Platelets,0
2022-10-11,Tuesday,O+,Plasma,1
2022-10-11,Tuesday,O+,RBC,5
2022-10-11,Tuesday,AB-,Platelets,0
2022-10-11,Tuesday,AB-,Plasma,0
2022-10-11,Tuesday,AB-,RBC,0
2022-10-11,Tuesday,AB+,Platelets,0
2022-10-11,Tuesday,O-,Platelets,0
2022-10-11,Tuesday,AB+,RBC,0
2022-10-11,Tuesday,B-,Plasma,0
2022-10-11,Tuesday,A+,RBC,2
2022-10-11,Tuesday,A+,Plasma,1
2022-10-11,Tuesday,A+,Platelets,1
2022-10-11,Tuesday,A-,RBC,0
2022-10-11,Tuesday,A-,Plasma,2
2022-10-11,Tuesday,B-,Platelets,0
2022-10-11,Tuesday,B+,RBC,0
2022-10-11,Tuesday,B+,Plasma,2
2022-10-11,Tuesday,B+,Platelets,6
2022-10-11,Tuesday,B-,RBC,7
2022-10-11,Tuesday,A-,Platelets,0
2022-10-12,Wednesday,O-,Platelets,0
2022-10-12,Wednesday,O-,Plasma,2
2022-10-12,Wednesday,O-,RBC,0
2022-10-12,Wednesday,O+,Platelets,0
2022-10-12,Wednesday,O+,Plasma,0
2022-10-12,Wednesday,O+,RBC,0
2022-10-12,Wednesday,AB-,Platelets,2
2022-10-12,Wednesday,AB-,Plasma,1
2022-10-12,Wednesday,AB+,Platelets,0
2022-10-12,Wednesday,AB+,Plasma,3
2022-10-12,Wednesday,AB+,RBC,0
2022-10-12,Wednesday,AB-,RBC,0
2022-10-12,Wednesday,B-,Plasma,0
2022-10-12,Wednesday,B-,Platelets,3
2022-10-12,Wednesday,A+,Plasma,1
2022-10-12,Wednesday,A+,Platelets,2
2022-10-12,Wednesday,A-,RBC,0
2022-10-12,Wednesday,A-,Plasma,2
2022-10-12,Wednesday,A+,RBC,0
2022-10-12,Wednesday,B+,RBC,1
2022-10-12,Wednesday,B+,Plasma,1
2022-10-12,Wednesday,B+,Platelets,0
2022-10-12,Wednesday,B-,RBC,3
2022-10-12,Wednesday,A-,Platelets,3
2022-10-13,Thursday,AB+,Platelets,1
2022-10-13,Thursday,AB-,RBC,0
2022-10-13,Thursday,AB-,Plasma,0
2022-10-13,Thursday,AB-,Platelets,2
2022-10-13,Thursday,O+,RBC,0
2022-10-13,Thursday,O+,Platelets,0
2022-10-13,Thursday,O-,RBC,0
2022-10-13,Thursday,O-,Plasma,0
2022-10-13,Thursday,O-,Platelets,0
2022-10-13,Thursday,AB+,Plasma,0
2022-10-13,Thursday,O+,Plasma,3
2022-10-13,Thursday,AB+,RBC,0
2022-10-13,Thursday,A+,Platelets,0
2022-10-13,Thursday,B-,Plasma,3
2022-10-13,Thursday,B-,Platelets,0
2022-10-13,Thursday,A+,Plasma,0
2022-10-13,Thursday,A-,RBC,0
2022-10-13,Thursday,A-,Plasma,1
2022-10-13,Thursday,A+,RBC,0
2022-10-13,Thursday,B+,RBC,2
2022-10-13,Thursday,B+,Plasma,0
2022-10-13,Thursday,B+,Platelets,0
2022-10-13,Thursday,B-,RBC,0
2022-10-13,Thursday,A-,Platelets,3
2022-10-14,Friday,AB+,Plasma,1
2022-10-14,Friday,O-,Plasma,1
2022-10-14,Friday,O-,RBC,0
2022-10-14,Friday,O+,Platelets,0
2022-10-14,Friday,O+,Plasma,0
2022-10-14,Friday,O+,RBC,6
2022-10-14,Friday,AB-,Platelets,0
2022-10-14,Friday,AB-,Plasma,0
2022-10-14,Friday,AB-,RBC,0
2022-10-14,Friday,AB+,Platelets,0
2022-10-14,Friday,AB+,RBC,0
2022-10-14,Friday,O-,Platelets,1
2022-10-14,Friday,B-,Plasma,0
2022-10-14,Friday,A+,RBC,7
2022-10-14,Friday,A+,Plasma,0
2022-10-14,Friday,A+,Platelets,0
2022-10-14,Friday,A-,RBC,0
2022-10-14,Friday,A-,Plasma,2
2022-10-14,Friday,B-,Platelets,0
2022-10-14,Friday,B+,RBC,2
2022-10-14,Friday,B+,Plasma,0
2022-10-14,Friday,B+,Platelets,2
2022-10-14,Friday,B-,RBC,0
2022-10-14,Friday,A-,Platelets,0
2022-10-15,Saturday,AB+,Platelets,4
2022-10-15,Saturday,AB-,RBC,6
2022-10-15,Saturday,AB-,Plasma,9
2022-10-15,Saturday,AB-,Platelets,3
2022-10-15,Saturday,O+,RBC,3
2022-10-15,Saturday,O+,Platelets,8
2022-10-15,Saturday,O-,RBC,2
2022-10-15,Saturday,O-,Plasma,10
2022-10-15,Saturday,O-,Platelets,4
2022-10-15,Saturday,AB+,Plasma,6
2022-10-15,Saturday,O+,Plasma,9
2022-10-15,Saturday,AB+,RBC,7
2022-10-15,Saturday,A-,RBC,12
2022-10-15,Saturday,B-,Plasma,10
2022-10-15,Saturday,B-,RBC,1
2022-10-15,Saturday,B+,Platelets,3
2022-10-15,Saturday,B+,Plasma,2
2022-10-15,Saturday,B+,RBC,6
2022-10-15,Saturday,A-,Platelets,6
2022-10-15,Saturday,A-,Plasma,12
2022-10-15,Saturday,B-,Platelets,2
2022-10-15,Saturday,A+,Platelets,9
2022-10-15,Saturday,A+,Plasma,7
2022-10-15,Saturday,A+,RBC,6
2022-10-16,Sunday,AB+,Platelets,13
2022-10-16,Sunday,AB-,RBC,8
2022-10-16,Sunday,AB-,Plasma,8
2022-10-16,Sunday,AB-,Platelets,5
2022-10-16,Sunday,O+,RBC,11
2022-10-16,Sunday,O-,Platelets,3
2022-10-16,Sunday,O+,Platelets,6
2022-10-16,Sunday,O-,RBC,2
2022-10-16,Sunday,O-,Plasma,7
2022-10-16,Sunday,AB+,Plasma,8
2022-10-16,Sunday,O+,Plasma,5
2022-10-16,Sunday,AB+,RBC,9
2022-10-16,Sunday,B-,Platelets,2
2022-10-16,Sunday,B-,Plasma,8
2022-10-16,Sunday,A+,Plasma,13
2022-10-16,Sunday,A+,Platelets,7
2022-10-16,Sunday,A-,RBC,6
2022-10-16,Sunday,A-,Plasma,3
2022-10-16,Sunday,A+,RBC,9
2022-10-16,Sunday,B+,RBC,8
2022-10-16,Sunday,B+,Plasma,5
2022-10-16,Sunday,B+,Platelets,2
2022-10-16,Sunday,B-,RBC,5
2022-10-16,Sunday,A-,Platelets,8
2022-10-17,Monday,AB+,Platelets,0
2022-10-17,Monday,O-,Platelets,3
2022-10-17,Monday,O-,Plasma,2
2022-10-17,Monday,O-,RBC,0
2022-10-17,Monday,O+,Platelets,0
2022-10-17,Monday,O+,Plasma,0
2022-10-17,Monday,O+,RBC,0
2022-10-17,Monday,AB-,Platelets,0
2022-10-17,Monday,AB-,Plasma,0
2022-10-17,Monday,AB-,RBC,0
2022-10-17,Monday,AB+,Plasma,2
2022-10-17,Monday,AB+,RBC,0
2022-10-17,Monday,A+,RBC,2
2022-10-17,Monday,B-,Platelets,1
2022-10-17,Monday,A+,Plasma,0
2022-10-17,Monday,A+,Platelets,0
2022-10-17,Monday,A-,Plasma,0
2022-10-17,Monday,A-,Platelets,0
2022-10-17,Monday,A-,RBC,4
2022-10-17,Monday,B+,Plasma,3
2022-10-17,Monday,B+,Platelets,0
2022-10-17,Monday,B-,RBC,0
2022-10-17,Monday,B-,Plasma,0
2022-10-17,Monday,B+,RBC,5
2022-10-18,Tuesday,AB-,Plasma,0
2022-10-18,Tuesday,AB+,Plasma,1
2022-10-18,Tuesday,AB+,Platelets,0
2022-10-18,Tuesday,AB-,RBC,0
2022-10-18,Tuesday,AB-,Platelets,0
2022-10-18,Tuesday,AB+,RBC,0
2022-10-18,Tuesday,O+,Plasma,0
2022-10-18,Tuesday,O+,Platelets,0
2022-10-18,Tuesday,O-,RBC,0
2022-10-18,Tuesday,O-,Plasma,3
2022-10-18,Tuesday,O+,RBC,0
2022-10-18,Tuesday,O-,Platelets,1
2022-10-18,Tuesday,B-,Platelets,3
2022-10-18,Tuesday,B-,RBC,0
2022-10-18,Tuesday,B+,Platelets,1
2022-10-18,Tuesday,B+,Plasma,1
2022-10-18,Tuesday,B+,RBC,3
2022-10-18,Tuesday,A-,Platelets,0
2022-10-18,Tuesday,A-,Plasma,0
2022-10-18,Tuesday,A-,RBC,0
2022-10-18,Tuesday,A+,Platelets,3
2022-10-18,Tuesday,A+,Plasma,1
2022-10-18,Tuesday,A+,RBC,5
2022-10-18,Tuesday,B-,Plasma,1
2022-10-19,Wednesday,AB+,Platelets,2
2022-10-19,Wednesday,AB-,RBC,1
2022-10-19,Wednesday,AB-,Plasma,0
2022-10-19,Wednesday,AB-,Platelets,0
2022-10-19,Wednesday,O+,RBC,6
2022-10-19,Wednesday,O-,Platelets,3
2022-10-19,Wednesday,O+,Platelets,0
2022-10-19,Wednesday,O-,RBC,0
2022-10-19,Wednesday,O-,Plasma,0
2022-10-19,Wednesday,AB+,Plasma,0
2022-10-19,Wednesday,O+,Plasma,0
2022-10-19,Wednesday,AB+,RBC,0
2022-10-19,Wednesday,B-,Platelets,0
2022-10-19,Wednesday,B-,Plasma,0
2022-10-19,Wednesday,A+,Plasma,1
2022-10-19,Wednesday,A+,Platelets,3
2022-10-19,Wednesday,A-,RBC,0
2022-10-19,Wednesday,A-,Plasma,0
2022-10-19,Wednesday,A+,RBC,4
2022-10-19,Wednesday,B+,RBC,1
2022-10-19,Wednesday,B+,Plasma,0
2022-10-19,Wednesday,B+,Platelets,1
2022-10-19,Wednesday,B-,RBC,1
2022-10-19,Wednesday,A-,Platelets,2
2022-10-20,Thursday,AB+,Platelets,0
2022-10-20,Thursday,O-,Platelets,0
2022-10-20,Thursday,O-,Plasma,0
2022-10-20,Thursday,O-,RBC,0
2022-10-20,Thursday,O+,Platelets,3
2022-10-20,Thursday,O+,Plasma,0
2022-10-20,Thursday,O+,RBC,4
2022-10-20,Thursday,AB-,Platelets,0
2022-10-20,Thursday,AB-,Plasma,2
2022-10-20,Thursday,AB-,RBC,1
2022-10-20,Thursday,AB+,Plasma,0
2022-10-20,Thursday,AB+,RBC,1
2022-10-20,Thursday,A+,RBC,2
2022-10-20,Thursday,A+,Plasma,0
2022-10-20,Thursday,A+,Platelets,0
2022-10-20,Thursday,A-,RBC,1
2022-10-20,Thursday,A-,Plasma,0
2022-10-20,Thursday,A-,Platelets,2
2022-10-20,Thursday,B-,Platelets,1
2022-10-20,Thursday,B+,Plasma,1
2022-10-20,Thursday,B+,Platelets,0
2022-10-20,Thursday,B-,RBC,0
2022-10-20,Thursday,B-,Plasma,0
2022-10-20,Thursday,B+,RBC,2
2022-10-21,Friday,AB+,Platelets,0
2022-10-21,Friday,AB-,RBC,0
2022-10-21,Friday,AB-,Plasma,2
2022-10-21,Friday,AB-,Platelets,0
2022-10-21,Friday,O+,RBC,2
2022-10-21,Friday,O+,Platelets,0
2022-10-21,Friday,O-,RBC,2
2022-10-21,Friday,O-,Plasma,0
2022-10-21,Friday,O-,Platelets,0
2022-10-21,Friday,AB+,Plasma,0
2022-10-21,Friday,O+,Plasma,0
2022-10-21,Friday,B-,Platelets,0
2022-10-21,Friday,B+,Platelets,4
2022-10-21,Friday,B-,Plasma,0
2022-10-21,Friday,B-,RBC,0
2022-10-21,Friday,B+,Plasma,0
2022-10-21,Friday,B+,RBC,2
2022-10-21,Friday,A-,Platelets,2
2022-10-21,Friday,A-,Plasma,0
2022-10-21,Friday,A-,RBC,1
2022-10-21,Friday,A+,Platelets,4
2022-10-21,Friday,A+,Plasma,2
2022-10-21,Friday,A+,RBC,6
2022-10-21,Friday,AB+,RBC,0
2022-10-22,Saturday,AB-,Platelets,4
2022-10-22,Saturday,AB+,Platelets,2
2022-10-22,Saturday,AB-,RBC,7
2022-10-22,Saturday,AB-,Plasma,3
2022-10-22,Saturday,O+,RBC,9
2022-10-22,Saturday,AB+,Plasma,1
2022-10-22,Saturday,O+,Platelets,5
2022-10-22,Saturday,O-,RBC,13
2022-10-22,Saturday,O-,Plasma,2
2022-10-22,Saturday,O-,Platelets,7
2022-10-22,Saturday,O+,Plasma,7
2022-10-22,Saturday,AB+,RBC,7
2022-10-22,Saturday,A+,RBC,7
2022-10-22,Saturday,B-,Plasma,5
2022-10-22,Saturday,A+,Plasma,5
2022-10-22,Saturday,A+,Platelets,3
2022-10-22,Saturday,A-,RBC,9
2022-10-22,Saturday,A-,Plasma,10
2022-10-22,Saturday,B-,Platelets,6
2022-10-22,Saturday,B+,RBC,5
2022-10-22,Saturday,B+,Plasma,2
2022-10-22,Saturday,B+,Platelets,11
2022-10-22,Saturday,B-,RBC,4
2022-10-22,Saturday,A-,Platelets,7
2022-10-23,Sunday,AB+,Platelets,10
2022-10-23,Sunday,O-,Platelets,10
2022-10-23,Sunday,O-,Plasma,6
2022-10-23,Sunday,O-,RBC,5
2022-10-23,Sunday,O+,Platelets,5
2022-10-23,Sunday,O+,Plasma,5
2022-10-23,Sunday,O+,RBC,7
2022-10-23,Sunday,AB-,Platelets,5
2022-10-23,Sunday,AB-,Plasma,5
2022-10-23,Sunday,AB-,RBC,10
2022-10-23,Sunday,AB+,Plasma,0
2022-10-23,Sunday,AB+,RBC,7
2022-10-23,Sunday,A+,RBC,11
2022-10-23,Sunday,B-,Platelets,15
2022-10-23,Sunday,A+,Plasma,10
2022-10-23,Sunday,A+,Platelets,5
2022-10-23,Sunday,A-,Plasma,3
2022-10-23,Sunday,A-,Platelets,8
2022-10-23,Sunday,A-,RBC,9
2022-10-23,Sunday,B+,Plasma,8
2022-10-23,Sunday,B+,Platelets,7
2022-10-23,Sunday,B-,RBC,11
2022-10-23,Sunday,B-,Plasma,10
2022-10-23,Sunday,B+,RBC,8
2022-10-24,Monday,AB-,Platelets,18
2022-10-24,Monday,AB+,Platelets,19
2022-10-24,Monday,AB-,RBC,16
2022-10-24,Monday,AB-,Plasma,21
2022-10-24,Monday,O+,RBC,14
2022-10-24,Monday,AB+,Plasma,12
2022-10-24,Monday,O+,Platelets,15
2022-10-24,Monday,O-,RBC,17
2022-10-24,Monday,O-,Plasma,15
2022-10-24,Monday,O-,Platelets,14
2022-10-24,Monday,O+,Plasma,10
2022-10-24,Monday,AB+,RBC,7
2022-10-24,Monday,A+,RBC,18
2022-10-24,Monday,B-,Plasma,10
2022-10-24,Monday,B-,RBC,12
2022-10-24,Monday,B+,Platelets,12
2022-10-24,Monday,B+,Plasma,21
2022-10-24,Monday,B+,RBC,19
2022-10-24,Monday,A-,Platelets,15
2022-10-24,Monday,A-,Plasma,15
2022-10-24,Monday,A-,RBC,14
2022-10-24,Monday,A+,Platelets,18
2022-10-24,Monday,A+,Plasma,16
